"RS_GCF_000067045.1"
"RS_GCF_000964405.1"
"RS_GCF_000613305.1"
"RS_GCF_001571345.1"
"RS_GCF_000227565.1"
"RS_GCF_000227545.1"
"RS_GCF_000182745.2"
"RS_GCF_000208635.1"
"RS_GCF_001642635.1"
"RS_GCF_000613905.1"
"RS_GCF_001581005.1"
"RS_GCF_000963945.1"
"RS_GCF_001580995.1"
"RS_GCF_000963925.1"
"RS_GCF_000963965.1"
"RS_GCF_001628715.1"
"RS_GCF_000613285.1"
"RS_GCF_001499675.1"
"RS_GCF_000613865.1"
"RS_GCF_000964225.1"
"RS_GCF_000429165.1"
"RS_GCF_000379545.1"
"RS_GCF_000963885.1"
"RS_GCF_001598495.1"
"RS_GCF_001645165.1"
"RS_GCF_000964465.1"
"RS_GCF_000234355.1"
"RS_GCF_001580925.1"
"RS_GCF_000011685.1"
"RS_GCF_000723565.1"
"RS_GCF_000378165.1"
"RS_GCF_000617865.1"
"RS_GCF_001787335.1"
"RS_GCF_001547995.1"
"RS_GCF_000613845.1"
"RS_GCF_000614545.1"
"RS_GCF_000613885.1"
