"RS_GCF_000482845.1"
"RS_GCF_000188195.1"
"GB_GCA_002349265.1"
"RS_GCF_000702045.1"
"RS_GCF_900116345.1"
"GB_GCA_002394925.1"
"UBA7909"
"GB_GCA_001940885.1"
"UBA11908"
"GB_GCA_002473165.1"
"UBA8019"
