"GB_GCA_001657395.1"
"RS_GCF_000374005.1"
"RS_GCF_001026905.1"
"RS_GCF_000982415.1"
"RS_GCF_000686045.1"
"RS_GCF_000420625.1"
"GB_GCA_900100655.1"
"RS_GCF_000515255.1"
