"GB_GCA_002378885.1"
"GB_GCA_002478785.1"
"GB_GCA_002469955.1"
"UBA8729"
"GB_GCA_002430755.1"
"UBA12205"
"GB_GCA_002364795.1"
"UBA8576"
"UBA10897"
