"RS_GCF_000373265.1"
"RS_GCF_000277005.1"
"RS_GCF_000973725.1"
"RS_GCF_001907195.1"
"GB_GCA_900113285.1"
"RS_GCF_000472485.1"
"RS_GCF_001611675.1"
