"GB_GCA_002341165.1"
"RS_GCF_000614975.1"
"RS_GCF_000014885.1"
"RS_GCF_000518605.1"
"RS_GCF_000018285.1"
"RS_GCF_000019185.1"
"RS_GCF_900079515.1"
"RS_GCF_000018025.1"
"RS_GCF_000172075.1"
"RS_GCF_000091325.1"
"RS_GCF_000518805.1"
"RS_GCF_001735525.1"
"RS_GCF_000773485.1"
"RS_GCF_000832025.1"
"RS_GCF_001401775.1"
"RS_GCF_000013765.1"
"RS_GCF_000014705.1"
"RS_GCF_000203935.1"
"RS_GCF_000217915.1"
"UBA8824"
"RS_GCF_001591325.1"
"RS_GCF_000015245.1"
"RS_GCF_000753795.1"
"RS_GCF_000518445.1"
