"GB_GCA_002366685.1"
"GB_GCA_002366645.1"
"GB_GCA_002367255.1"
"GB_GCA_002430125.1"
"UBA9322"
"RS_GCF_000153745.1"
"GB_GCA_002469545.1"
"RS_GCF_001719615.1"
"GB_GCA_002387535.1"
"UBA12010"
