RS_GCF_900039485.1
RS_GCF_000287335.1
RS_GCF_000219175.1
RS_GCF_900044015.1
RS_GCF_900048035.1
RS_GCF_900048045.1
GB_GCA_900090215.1
RS_GCF_000287355.1
RS_GCF_000754265.1
RS_GCF_000013185.1
RS_GCF_001269425.1
