"GB_GCA_001421095.1"
"GB_GCA_002316235.1"
"GB_GCA_001603415.1"
"UBA10519"
"UBA8529"
"GB_GCA_002412705.1"
"GB_GCA_002412745.1"
"GB_GCA_002345825.1"
"UBA10587"
"GB_GCA_002408645.1"
"GB_GCA_000980225.1"
"GB_GCA_002293345.1"
"UBA8279"
"GB_GCA_900021155.1"
"GB_GCA_002315055.1"
"GB_GCA_000434235.1"
"GB_GCA_000433435.1"
"RS_GCF_000312145.1"
"GB_GCA_001941065.1"
"RS_GCF_000285455.1"
"RS_GCF_000183485.2"
"RS_GCF_001405855.1"
"GB_GCA_002428825.1"
"UBA9528"
"RS_GCF_000311925.1"
"GB_GCA_002362235.1"
"GB_GCA_002293425.1"
"GB_GCA_002293665.1"
"GB_GCA_002293505.1"
"GB_GCA_002293535.1"
"RS_GCF_000231275.1"
"RS_GCF_000321205.1"
"RS_GCF_001406615.1"
"RS_GCF_000427365.1"
"RS_GCF_900104655.1"
"RS_GCF_000723505.1"
"GB_GCA_002315675.1"
"GB_GCA_002293585.1"
"GB_GCA_002483635.1"
"GB_GCA_002427525.1"
"GB_GCA_001512865.1"
"GB_GCA_001603455.1"
"GB_GCA_002305545.1"
"GB_GCA_002409325.1"
"GB_GCA_001603425.1"
"UBA12414"
"GB_GCA_002425935.1"
"GB_GCA_001768435.1"
"GB_GCA_001769195.1"
"GB_GCA_002428635.1"
"UBA11192"
"RS_GCF_000473305.1"
"GB_GCA_001897515.1"
"UBA9571"
"GB_GCA_002315995.1"
"GB_GCA_002309115.1"
"GB_GCA_002372015.1"
"GB_GCA_002317435.1"
"GB_GCA_000432775.1"
"GB_GCA_002367005.1"
"GB_GCA_001603505.1"
"GB_GCA_002352305.1"
"GB_GCA_002314725.1"
"GB_GCA_002376715.1"
"GB_GCA_002305275.1"
"GB_GCA_002358965.1"
"GB_GCA_002314885.1"
"GB_GCA_001602865.1"
"GB_GCA_002315825.1"
"GB_GCA_002350615.1"
"GB_GCA_002393895.1"
"GB_GCA_002438635.1"
"GB_GCA_002438805.1"
"GB_GCA_002439095.1"
"GB_GCA_001915575.1"
"GB_GCA_000432655.1"
"GB_GCA_002451795.1"
"GB_GCA_002315815.1"
"GB_GCA_002309995.1"
"GB_GCA_002350585.1"
"GB_GCA_002361625.1"
"GB_GCA_002393945.1"
"GB_GCA_002395605.1"
"GB_GCA_002396335.1"
"GB_GCA_002362025.1"
"GB_GCA_002371115.1"
"UBA9735"
"GB_GCA_002373715.1"
"GB_GCA_002349205.1"
"GB_GCA_002351345.1"
"GB_GCA_002472455.1"
"GB_GCA_002437305.1"
"GB_GCA_002297165.1"
"GB_GCA_002439875.1"
"GB_GCA_002297815.1"
"GB_GCA_002476645.1"
"GB_GCA_002432005.1"
"GB_GCA_000431015.1"
"GB_GCA_000433355.1"
"GB_GCA_002472495.1"
"GB_GCA_002439585.1"
"UBA7913"
"GB_GCA_000434935.1"
"GB_GCA_000432515.1"
"GB_GCA_000435075.1"
"GB_GCA_002298075.1"
"GB_GCA_002297685.1"
"GB_GCA_002440085.1"
"GB_GCA_002438905.1"
"RS_GCF_000798815.1"
"GB_GCA_900096565.1"
