"RS_GCF_000293785.1"
"RS_GCF_000516555.1"
"RS_GCF_001425835.1"
"GB_GCA_001897755.1"
"RS_GCF_000218565.1"
"RS_GCF_000314735.2"
"RS_GCF_000178995.1"
"GB_GCA_001897905.1"
"RS_GCF_000336555.1"
"RS_GCF_000497595.1"
"RS_GCF_000568615.1"
"RS_GCF_001006325.1"
"RS_GCF_001556245.1"
"RS_GCF_900142985.1"
"GB_GCA_900105125.1"
"RS_GCF_900129675.1"
"RS_GCF_000426105.1"
"GB_GCA_900103365.1"
"RS_GCF_900104755.1"
"RS_GCF_001440405.1"
"RS_GCF_001693515.1"
"RS_GCF_001693385.1"
"RS_GCF_001440415.1"
"RS_GCF_001693485.1"
"RS_GCF_000472925.1"
"RS_GCF_001908185.1"
"RS_GCF_000296215.2"
"RS_GCF_000374205.1"
"RS_GCF_000472685.1"
"GB_GCA_900115265.1"
"RS_GCF_001440035.1"
"RS_GCF_000473045.1"
"GB_GCA_900113735.1"
"RS_GCF_001641335.1"
"GB_GCA_900109945.1"
"RS_GCF_000282615.1"
"RS_GCF_000482425.1"
"RS_GCF_001590795.1"
"RS_GCF_000379585.1"
"RS_GCF_900094575.1"
"RS_GCF_000261685.1"
"RS_GCF_000473065.1"
"GB_GCA_900099855.1"
"RS_GCF_000426845.1"
"RS_GCF_001556045.1"
"RS_GCF_000472945.1"
"RS_GCF_001642675.1"
"RS_GCF_000472985.1"
"RS_GCF_000284275.1"
"RS_GCF_000373125.1"
"RS_GCF_000938285.1"
"RS_GCF_001641635.1"
"RS_GCF_000426265.1"
"RS_GCF_000472385.1"
"RS_GCF_000472425.1"
"RS_GCF_000239815.1"
"RS_GCF_000015165.1"
"RS_GCF_000344805.1"
"RS_GCF_000239755.1"
"RS_GCF_000026145.1"
"RS_GCF_000239775.1"
"RS_GCF_000472865.1"
"RS_GCF_000938235.1"
"RS_GCF_001542415.1"
"RS_GCF_001238275.1"
"GB_GCA_000465325.1"
"RS_GCF_000497675.1"
"RS_GCF_001189235.2"
"RS_GCF_000379145.1"
"RS_GCF_000426785.1"
"GB_GCA_900105845.1"
"RS_GCF_000701345.1"
"GB_GCA_001464035.1"
"GB_GCA_900114605.1"
"GB_GCA_900108575.1"
"RS_GCF_001295845.1"
"RS_GCF_000333455.1"
"RS_GCF_000195775.1"
"RS_GCF_001020905.1"
"RS_GCF_000013365.1"
"RS_GCF_000013685.1"
"RS_GCF_000014825.1"
"RS_GCF_000504425.1"
"RS_GCF_000013745.1"
"RS_GCF_000935205.1"
"GB_GCA_001899255.1"
"RS_GCF_000013885.1"
"GB_GCA_001897285.1"
"GB_GCA_001896955.1"
"RS_GCF_000152905.1"
"RS_GCF_000012725.1"
"RS_GCF_001579845.1"
"GB_GCA_001899285.1"
"RS_GCF_001426945.1"
"GB_GCA_001464835.1"
