"GB_GCA_000238975.1"
"GB_GCA_001457715.1"
"RS_GCF_001534665.1"
"GB_GCA_900016775.1"
"RS_GCF_000973545.1"
"RS_GCF_000973505.1"
"RS_GCF_000011745.1"
"RS_GCF_000185985.2"
"RS_GCF_000043285.1"
"RS_GCF_000828815.1"
"RS_GCF_001280225.1"
"RS_GCF_000007365.1"
"RS_GCF_001700895.1"
"RS_GCF_000521565.1"
"RS_GCF_000225465.1"
"RS_GCF_000225445.1"
"RS_GCF_000021065.1"
"RS_GCF_900016785.1"
"RS_GCF_900128735.1"
"RS_GCF_000217635.1"
"RS_GCF_000090965.1"
"RS_GCF_900128595.1"
"RS_GCF_900128725.1"
"RS_GCF_001648115.1"
"RS_GCF_000007725.1"
"GB_GCA_001242845.1"
"RS_GCF_000093065.1"
"RS_GCF_000817295.2"
"RS_GCF_000247565.1"
"RS_GCF_000008885.1"
"RS_GCF_000828515.1"
"RS_GCF_000478905.1"
