"RS_GCF_000877395.1"
"RS_GCF_001408515.1"
"GB_GCA_900113875.1"
"RS_GCF_001403735.1"
"GB_GCA_900109285.1"
"GB_GCA_900107415.1"
"RS_GCF_001403795.1"
