GB_GCA_002313415.1
GB_GCA_002359775.1
GB_GCA_002336655.1
GB_GCA_002339135.1
GB_GCA_002470355.1
GB_GCA_002448555.1
GB_GCA_002323545.1
GB_GCA_002390645.1
UBA8752
GB_GCA_002336475.1
