RS_GCF_000282775.1
RS_GCF_001446935.1
RS_GCF_001543125.1
RS_GCF_001267175.1
GB_GCA_001513435.1
GB_GCA_002342705.1
GB_GCA_001513025.1
RS_GCF_000421765.1
