"RS_GCF_000799165.1"
"RS_GCF_000384375.1"
"UBA8547"
"GB_GCA_001464125.1"
"RS_GCF_000384355.1"
"RS_GCF_001183865.1"
"RS_GCF_000515275.1"
"RS_GCF_000576615.1"
"GB_GCA_900100975.1"
"RS_GCF_001425425.1"
