"RS_GCF_000262065.2"
"RS_GCF_000949385.1"
"RS_GCF_000412695.1"
"RS_GCF_000423545.1"
"RS_GCF_001708505.1"
"RS_GCF_000931385.1"
"RS_GCF_000455385.1"
