"GB_GCA_001897705.1"
"GB_GCA_001899775.1"
"RS_GCF_000012745.1"
"GB_GCA_002328085.1"
"GB_GCA_001899765.1"
"RS_GCF_000373385.1"
"GB_GCA_001899305.1"
"GB_GCA_001831015.1"
"GB_GCA_002424845.1"
"GB_GCA_001802655.1"
"RS_GCF_001530125.1"
"RS_GCF_000376425.1"
"GB_GCA_001897675.1"
