RS_GCF_000382325.1
RS_GCF_000495835.1
RS_GCF_000204015.1
RS_GCF_000495795.1
RS_GCF_000495815.1
GB_GCA_900100255.1
RS_GCF_000376105.1
GB_GCA_002342035.1
RS_GCF_000175215.2
RS_GCF_000495855.1
RS_GCF_000023785.1
RS_GCF_000378345.1
GB_GCA_002336965.1
GB_GCA_002322775.1
GB_GCA_002388885.1
