"RS_GCF_000412185.1"
"RS_GCF_000382325.1"
"UBA10235"
"RS_GCF_000744995.1"
"GB_GCA_001657295.1"
"RS_GCF_000152745.1"
"GB_GCA_002354675.1"
"UBA8713"
"GB_GCA_900103475.1"
"RS_GCF_000014745.1"
"RS_GCF_001924955.1"
