"RS_GCF_001639145.1"
"RS_GCF_000220505.1"
"RS_GCF_000708675.1"
"GB_GCA_900100355.1"
"RS_GCF_001750105.1"
"RS_GCF_001641755.1"
"RS_GCF_001617625.1"
"RS_GCF_000380565.1"
"GB_GCA_900107725.1"
"RS_GCF_900129095.1"
"RS_GCF_000013665.1"
"RS_GCF_000964245.1"
"RS_GCF_000379165.1"
"RS_GCF_001922955.1"
"RS_GCF_000966245.1"
"GB_GCA_002432095.1"
"RS_GCF_001292705.1"
"RS_GCF_000305785.2"
"GB_GCA_002313265.1"
"GB_GCA_002299085.1"
"RS_GCF_000019225.1"
"RS_GCF_000766945.1"
"GB_GCA_002483365.1"
"RS_GCF_000263355.1"
"RS_GCF_000953825.1"
"GB_GCA_002483145.1"
"UBA8526"
"RS_GCF_000463525.1"
"RS_GCF_000423345.1"
"RS_GCF_000377745.1"
"RS_GCF_000832015.1"
"RS_GCF_001187555.1"
"GB_GCA_001723645.1"
"RS_GCF_000209515.1"
