"GB_GCA_002469845.1"
"GB_GCA_001438605.1"
"RS_GCF_000153445.1"
"RS_GCF_000511875.1"
"GB_GCA_002335945.1"
"GB_GCA_002334915.1"
"GB_GCA_002332745.1"
"GB_GCA_002430185.1"
"GB_GCA_002313335.1"
"UBA9550"
"GB_GCA_002338445.1"
"GB_GCA_002339165.1"
"UBA8457"
