"GB_GCA_002341315.1"
"GB_GCA_002390525.1"
"GB_GCA_002390285.1"
"GB_GCA_002367235.1"
"GB_GCA_002431545.1"
"UBA9584"
"GB_GCA_002388905.1"
"GB_GCA_000961645.1"
