"RS_GCF_900130115.1"
"RS_GCF_000335795.1"
"RS_GCF_000951135.1"
"RS_GCF_000257645.1"
"RS_GCF_001422565.1"
"RS_GCF_000735345.1"
"RS_GCF_001422575.1"
"RS_GCF_000735505.1"
"RS_GCF_000163595.1"
"RS_GCF_001572725.1"
"UBA10706"
"RS_GCF_001065325.1"
"RS_GCF_001590885.1"
"GB_GCA_000821185.1"
"RS_GCF_000469035.1"
"RS_GCF_000743355.1"
"RS_GCF_000520015.2"
