RS_GCF_000218875.1
RS_GCF_000175255.2
GB_GCA_002478575.1
RS_GCF_001889025.1
RS_GCF_001295795.1
UBA9348
RS_GCF_001663155.1
GB_GCA_001314765.1
RS_GCF_001542875.1
RS_GCF_000715015.1
GB_GCA_002390425.1
