"RS_GCF_000315795.1"
"GB_GCA_000961745.1"
"RS_GCF_001611975.1"
"RS_GCF_000381985.1"
"GB_GCA_900100455.1"
"GB_GCA_900101965.1"
"RS_GCF_000284415.1"
"RS_GCF_000225955.1"
