"RS_GCF_001650635.1"
"RS_GCF_000513295.1"
"GB_GCA_002435715.1"
"GB_GCA_001898825.1"
"RS_GCF_000294655.1"
"RS_GCF_000442515.1"
"RS_GCF_900108475.1"
"RS_GCF_001650715.1"
"RS_GCF_000009985.1"
"RS_GCF_000829825.1"
"RS_GCF_000342045.1"
"RS_GCF_001511835.1"
