"GB_GCA_000383355.1"
"RS_GCF_001889045.1"
"RS_GCF_000509405.1"
"GB_GCA_900105985.1"
"RS_GCF_001693415.1"
"RS_GCF_001483385.1"
"RS_GCF_001641405.1"
"RS_GCF_000518405.1"
"RS_GCF_001027945.1"
"RS_GCF_001936575.1"
"GB_GCA_900105455.1"
"UBA8975"
"GB_GCA_002471825.1"
"GB_GCA_001873065.1"
"GB_GCA_002340765.1"
"RS_GCF_001761365.1"
"RS_GCF_000687935.1"
"RS_GCF_001680875.1"
"RS_GCF_001280865.1"
"RS_GCF_000152945.2"
"GB_GCA_900105145.1"
"RS_GCF_001640115.1"
"RS_GCF_000766795.1"
"UBA8214"
"RS_GCF_000153225.1"
"RS_GCF_000766805.1"
"GB_GCA_000981625.1"
