"RS_GCF_001853345.1"
"RS_GCF_000214335.1"
"RS_GCF_000744515.1"
"GB_GCA_900101455.1"
"RS_GCF_001429065.1"
"RS_GCF_000971055.1"
"RS_GCF_001703815.1"
"RS_GCF_001428605.1"
"RS_GCF_000016765.1"
"RS_GCF_001015195.1"
"GB_GCA_900113315.1"
"RS_GCF_000333335.1"
"RS_GCF_000383095.1"
