GB_GCA_002448555.1
GB_GCA_002323545.1
GB_GCA_002359775.1
GB_GCA_002336655.1
GB_GCA_002339135.1
GB_GCA_002470355.1
UBA8088
GB_GCA_002469765.1
UBA12558
GB_GCA_002313415.1
GB_GCA_002450235.1
GB_GCA_000981645.1
GB_GCA_002336675.1
GB_GCA_002405435.1
