GB_GCA_002480545.1
RS_GCF_001413955.1
RS_GCF_900142405.1
GB_GCA_900101815.1
RS_GCF_900141855.1
GB_GCA_002362375.1
RS_GCF_000688315.1
RS_GCF_900142175.1
RS_GCF_000744105.1
GB_GCA_900109345.1
RS_GCF_001673755.1
RS_GCF_001683825.1
