"RS_GCF_000300515.1"
"RS_GCF_000615975.1"
"RS_GCF_001050155.1"
"RS_GCF_000300335.1"
"RS_GCF_000733725.1"
"RS_GCF_000014245.1"
"RS_GCF_000518985.1"
"GB_GCA_002316345.1"
"RS_GCF_001889605.1"
"GB_GCA_002336975.1"
"GB_GCA_001724355.1"
"RS_GCF_000372965.1"
"RS_GCF_001605015.1"
"RS_GCF_001424795.1"
"RS_GCF_001686985.1"
"RS_GCF_000502715.1"
"GB_GCA_900103325.1"
"RS_GCF_000502955.1"
"RS_GCF_001618845.1"
"RS_GCF_000425965.1"
"RS_GCF_000176035.2"
"RS_GCF_000513935.1"
"RS_GCF_000502395.1"
"RS_GCF_001672365.1"
"RS_GCF_001676765.1"
"RS_GCF_000688075.1"
"RS_GCF_000472785.1"
"RS_GCF_000503055.1"
"RS_GCF_000474725.1"
"GB_GCA_900099905.1"
"RS_GCF_000350085.1"
"RS_GCF_000359125.1"
"GB_GCA_001899205.1"
"RS_GCF_000427725.1"
"RS_GCF_000824845.1"
"RS_GCF_000824805.1"
"RS_GCF_001510895.1"
"RS_GCF_001672445.1"
"RS_GCF_000824825.1"
"RS_GCF_001854785.1"
"RS_GCF_000585625.1"
"RS_GCF_001427385.1"
"RS_GCF_001427285.1"
"GB_GCA_001897075.1"
"RS_GCF_001427025.1"
"RS_GCF_001303895.1"
"RS_GCF_001705425.1"
"RS_GCF_000236565.1"
"RS_GCF_000304395.1"
"GB_GCA_900116595.1"
"GB_GCA_001896885.1"
"GB_GCA_001897005.1"
"RS_GCF_000497755.1"
"RS_GCF_001014615.1"
"GB_GCA_900113935.1"
"RS_GCF_000526635.1"
