RS_GCF_001278115.1
GB_GCA_001874325.1
RS_GCF_900129405.1
RS_GCF_900129545.1
RS_GCF_000335775.1
GB_GCA_900100375.1
GB_GCA_900101895.1
GB_GCA_002483285.1
