"RS_GCF_000814005.1"
"RS_GCF_000158135.1"
"RS_GCF_000813985.1"
"RS_GCF_900106805.1"
"RS_GCF_000192475.1"
"RS_GCF_001238295.1"
"RS_GCF_001507545.1"
"RS_GCF_001458295.1"
"RS_GCF_000743705.1"
"RS_GCF_001458095.1"
